1.000,0.000,0.000,69.782
2.000,0.000,0.000,74.478
3.000,0.000,0.000,72.714
4.000,0.000,0.000,68.111
5.000,0.000,0.000,53.920
6.000,0.000,0.000,51.042
7.000,0.000,0.000,95.683
8.000,0.000,0.000,95.284
9.000,0.000,0.000,70.651
10.000,0.000,0.000,66.042
11.000,0.000,0.000,50.950
12.000,0.000,0.000,100.652
13.000,0.000,0.000,55.815
14.000,0.000,0.000,62.287
15.000,0.000,0.000,79.811
16.000,0.001,0.128,51.681
17.000,0.000,0.000,56.423
18.000,0.003,0.128,38.784
19.000,0.000,0.000,89.567
20.000,0.000,0.000,70.836
21.000,0.005,0.256,46.718
22.000,0.000,0.000,55.733
23.000,0.000,0.000,94.640
24.000,0.004,0.128,48.245
25.000,0.000,0.000,66.680
26.000,0.000,0.000,119.596
27.000,0.001,0.128,51.550
28.000,0.000,0.000,94.863
29.000,0.000,0.000,86.219
30.000,0.000,0.000,94.963
31.000,0.005,0.128,43.724
32.000,0.005,0.128,58.077
33.000,0.000,0.000,79.844
34.000,0.000,0.000,62.449
35.000,0.000,0.000,102.736
36.000,0.000,0.000,72.605
37.000,0.000,0.000,79.185
38.000,0.000,0.000,92.216
39.000,0.000,0.000,62.909
40.000,0.000,0.000,70.821
41.000,0.000,0.000,112.092
42.000,0.001,0.128,61.145
43.000,0.000,0.000,98.950
44.000,0.000,0.000,81.580
45.000,0.003,0.128,45.980
46.000,0.000,0.000,90.820
47.000,0.000,0.000,54.224
48.000,0.000,0.000,85.490
49.000,0.000,0.000,45.007
50.000,0.003,0.128,60.665
51.000,0.000,0.000,76.576
52.000,0.000,0.000,91.298
53.000,0.001,0.128,65.038
54.000,0.001,0.128,52.787
55.000,0.000,0.000,45.566
56.000,0.000,0.000,114.013
57.000,0.000,0.000,71.422
58.000,0.000,0.000,62.672
59.000,0.000,0.000,108.836
60.000,0.000,0.000,107.279
61.000,0.000,0.000,115.218
62.000,0.004,0.256,53.483
63.000,0.004,0.256,55.065
64.000,0.002,0.128,60.804
65.000,0.000,0.000,66.914
66.000,0.000,0.000,87.198
67.000,0.004,0.256,56.269
68.000,0.000,0.000,126.649
69.000,0.000,0.000,55.241
70.000,0.000,0.000,69.410
71.000,0.000,0.000,54.338
72.000,0.000,0.000,109.267
73.000,0.000,0.000,103.277
74.000,0.000,0.000,66.113
75.000,0.000,0.000,55.255
76.000,0.000,0.000,57.235
77.000,0.000,0.000,94.445
78.000,0.000,0.000,40.458
79.000,0.001,0.128,42.108
80.000,0.000,0.000,119.828
81.000,0.005,0.128,43.872
82.000,0.005,0.128,51.055
83.000,0.000,0.000,50.368
84.000,0.000,0.000,73.667
85.000,0.000,0.000,76.075
86.000,0.000,0.000,65.574
87.000,0.000,0.000,55.219
88.000,0.000,0.000,50.848
89.000,0.004,0.128,39.207
90.000,0.000,0.000,95.061
91.000,0.000,0.000,99.660
92.000,0.000,0.000,51.723
93.000,0.004,0.128,37.677
94.000,0.000,0.000,89.713
95.000,0.000,0.000,60.412
96.000,0.000,0.000,50.315
97.000,0.015,0.256,44.449
98.000,0.000,0.000,50.842
99.000,0.000,0.000,77.945
100.000,0.000,0.000,93.858
