1.000,0.000,0.000,482.863
2.000,0.001,0.056,263.611
3.000,0.004,0.169,384.590
4.000,0.001,0.056,414.350
5.000,0.000,0.000,586.404
6.000,0.000,0.000,391.755
7.000,0.000,0.000,751.444
8.000,0.000,0.000,514.695
9.000,0.000,0.000,557.529
10.000,0.000,0.000,356.654
11.000,0.001,0.056,585.519
12.000,0.000,0.000,471.710
13.000,0.001,0.056,326.848
14.000,0.001,0.056,576.534
15.000,0.001,0.056,456.907
16.000,0.000,0.000,361.643
17.000,0.001,0.113,334.532
18.000,0.002,0.056,345.467
19.000,0.000,0.000,324.983
20.000,0.001,0.056,311.887
21.000,0.000,0.000,353.384
22.000,0.000,0.000,944.332
23.000,0.001,0.056,382.054
24.000,0.001,0.056,389.510
25.000,0.000,0.000,600.515
26.000,0.001,0.056,395.223
27.000,0.000,0.000,654.664
28.000,0.000,0.000,433.820
29.000,0.001,0.113,302.431
30.000,0.000,0.000,432.756
31.000,0.000,0.000,407.828
32.000,0.000,0.000,508.979
33.000,0.000,0.000,714.923
34.000,0.000,0.000,837.361
35.000,0.000,0.000,457.105
36.000,0.000,0.000,352.905
37.000,0.000,0.000,506.080
38.000,0.000,0.000,593.427
39.000,0.000,0.000,648.605
40.000,0.000,0.000,438.780
41.000,0.000,0.000,522.372
42.000,0.000,0.000,375.531
43.000,0.000,0.000,315.481
44.000,0.000,0.000,424.221
45.000,0.000,0.000,454.534
46.000,0.001,0.056,421.613
47.000,0.001,0.056,297.778
48.000,0.001,0.056,291.469
49.000,0.001,0.056,453.988
50.000,0.001,0.056,269.290
51.000,0.000,0.000,322.649
52.000,0.000,0.000,440.342
53.000,0.000,0.000,456.051
54.000,0.000,0.000,745.733
55.000,0.000,0.000,496.650
56.000,0.000,0.000,464.554
57.000,0.000,0.000,586.932
58.000,0.002,0.113,404.188
59.000,0.000,0.000,452.569
60.000,0.003,0.113,249.045
61.000,0.001,0.056,436.419
62.000,0.000,0.000,498.899
63.000,0.000,0.000,563.579
64.000,0.000,0.000,822.846
65.000,0.000,0.000,514.765
66.000,0.001,0.056,294.734
67.000,0.001,0.056,359.836
68.000,0.000,0.000,628.070
69.000,0.000,0.000,466.581
70.000,0.000,0.000,415.444
71.000,0.000,0.000,532.645
72.000,0.001,0.056,545.784
73.000,0.000,0.000,356.870
74.000,0.001,0.056,359.173
75.000,0.000,0.000,370.083
76.000,0.000,0.000,692.289
77.000,0.001,0.056,285.218
78.000,0.000,0.000,532.230
79.000,0.000,0.000,507.598
80.000,0.000,0.000,429.276
81.000,0.000,0.000,575.107
82.000,0.001,0.056,464.337
83.000,0.000,0.000,519.614
84.000,0.001,0.056,434.159
85.000,0.000,0.000,442.643
86.000,0.000,0.000,633.294
87.000,0.000,0.000,490.787
88.000,0.001,0.056,275.410
89.000,0.001,0.056,366.232
90.000,0.000,0.000,426.321
91.000,0.000,0.000,397.104
92.000,0.000,0.000,691.098
93.000,0.000,0.000,587.683
94.000,0.000,0.000,811.418
95.000,0.000,0.000,631.174
96.000,0.000,0.000,359.012
97.000,0.000,0.000,537.756
98.000,0.001,0.056,389.512
99.000,0.003,0.113,359.631
100.000,0.001,0.056,320.940
