1.000,0.000,0.000,24.510
2.000,0.000,0.000,21.935
3.000,0.000,0.000,18.663
4.000,0.000,0.000,15.630
5.000,0.000,0.000,12.410
6.000,0.000,0.000,21.620
7.000,0.000,0.000,18.476
8.000,0.000,0.000,18.019
9.000,0.000,0.000,20.165
10.000,0.002,0.230,10.776
11.000,0.000,0.000,17.990
12.000,0.024,0.460,11.891
13.000,0.019,0.230,11.087
14.000,0.000,0.000,16.035
15.000,0.014,0.460,10.275
16.000,0.016,0.230,10.637
17.000,0.000,0.000,21.555
18.000,0.011,0.690,10.281
19.000,0.000,0.000,24.923
20.000,0.000,0.000,24.862
21.000,0.000,0.000,15.558
22.000,0.000,0.000,19.627
23.000,0.000,0.000,10.709
24.000,0.000,0.000,13.510
25.000,0.000,0.000,20.082
26.000,0.000,0.000,22.435
27.000,0.000,0.000,18.130
28.000,0.000,0.000,19.369
29.000,0.009,0.230,13.589
30.000,0.000,0.000,20.338
31.000,0.000,0.000,21.416
32.000,0.000,0.000,13.642
33.000,0.000,0.000,11.382
34.000,0.000,0.000,13.891
35.000,0.000,0.000,14.967
36.000,0.000,0.000,20.295
37.000,0.000,0.000,19.782
38.000,0.000,0.000,18.231
39.000,0.000,0.000,23.654
40.000,0.000,0.000,18.656
41.000,0.009,0.230,10.716
42.000,0.000,0.000,23.709
43.000,0.000,0.000,15.098
44.000,0.000,0.000,28.292
45.000,0.000,0.000,16.123
46.000,0.000,0.000,17.847
47.000,0.000,0.000,14.747
48.000,0.004,0.230,9.335
49.000,0.002,0.230,13.054
50.000,0.000,0.000,24.114
51.000,0.002,0.230,10.669
52.000,0.000,0.000,34.277
53.000,0.000,0.000,15.197
54.000,0.000,0.000,16.738
55.000,0.000,0.000,22.433
56.000,0.005,0.230,10.398
57.000,0.000,0.000,29.562
58.000,0.000,0.000,25.890
59.000,0.000,0.000,21.962
60.000,0.000,0.000,24.167
61.000,0.000,0.000,18.598
62.000,0.000,0.000,18.875
63.000,0.000,0.000,10.125
64.000,0.000,0.000,23.217
65.000,0.000,0.000,14.112
66.000,0.000,0.000,15.353
67.000,0.000,0.000,20.888
68.000,0.000,0.000,17.996
69.000,0.009,0.230,11.014
70.000,0.002,0.230,7.881
71.000,0.000,0.000,24.717
72.000,0.000,0.000,22.302
73.000,0.000,0.000,24.743
74.000,0.012,0.230,10.697
75.000,0.016,0.460,10.848
76.000,0.000,0.000,16.579
77.000,0.000,0.000,16.628
78.000,0.000,0.000,18.643
79.000,0.000,0.000,16.313
80.000,0.028,0.460,10.066
81.000,0.002,0.230,12.630
82.000,0.000,0.000,25.534
83.000,0.000,0.000,17.344
84.000,0.000,0.000,17.097
85.000,0.000,0.000,23.167
86.000,0.000,0.000,18.028
87.000,0.000,0.000,16.480
88.000,0.000,0.000,21.329
89.000,0.000,0.000,21.336
90.000,0.000,0.000,20.387
91.000,0.012,0.230,11.438
92.000,0.005,0.230,11.327
93.000,0.002,0.230,14.401
94.000,0.000,0.000,12.044
95.000,0.000,0.000,16.532
96.000,0.000,0.000,28.440
97.000,0.000,0.000,23.823
98.000,0.000,0.000,14.669
99.000,0.002,0.230,11.093
100.000,0.000,0.000,20.120
